Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition
2007022021222,15-Feb-07,12/6/2006 0:00,DEN,Denver International Airport,Frontier Airlines,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware,14000.00 ,Settled,950.00 ,Settle
2007022021175,16-Feb-07,1/12/2007 0:00,LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,20.00 ,Approved,20.00 ,Approve in Full
2007022021181,16-Feb-07,1/20/2007 0:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checkpoint,Other,29.44 ,Approved,29.44 ,Approve in Full
2007022021188,16-Feb-07,11/19/2006 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checkpoint,Locks,30.00 ,Approved,30.00 ,Approve in Full
2007022021191,16-Feb-07,2/1/2007 0:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses); Eyeglasses - (including contact lenses); Luggage (all types including footlockers),783.68 ,Approved,783.68 ,Approve in Full
2007022021203,16-Feb-07,1/7/2007 0:00,LAS,McCarran International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,6.97 ,Approved,6.97 ,Approve in Full
2007022021210,16-Feb-07,2/4/2007 0:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Property Damage,Checked Baggage,Medical Equipment & Insturments,18.00 ,Approved,18.00 ,Approve in Full
2007022121229,16-Feb-07,2/2/2007 0:00,MLI,Quad City (Moline)International Airport,Northwest Airlines,Property Damage,Checkpoint,Medical Equipment & Insturments,250.00 ,Approved,250.00 ,Approve in Full
2007022121251,16-Feb-07,2/11/2007 0:00,OMA,Eppley Airfield,Southwest Airlines,Passenger Property Loss,Checked Baggage,Locks,10.00 ,Approved,10.00 ,Approve in Full
2007022121256,16-Feb-07,1/13/2007 0:00,PHF,Newport News / Williamsburg International,Delta Air Lines,Property Damage,Checkpoint,Computer - Laptop; Luggage (all types including footlockers),100.00 ,Approved,100.00 ,Approve in Full
2007022121277,16-Feb-07,2/11/2007 0:00,FSM,Fort Smith Municipal,American Eagle,Passenger Property Loss,Checked Baggage,Bedding - Other pillows,41.47 ,Approved,41.47 ,Approve in Full
2007022221314,16-Feb-07,2/9/2007 0:00,KOA,Kona International,UAL,Passenger Property Loss,Checked Baggage,Locks,7.32 ,Approved,7.32 ,Approve in Full
2007021621045,16-Feb-07,1/6/2007 0:00,CLE,Cleveland Hopkins International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,196.04 ,Denied,0.00 ,Deny
2007021621156,16-Feb-07,12/25/2006 0:00,MEM,Memphis International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,157.49 ,Denied,0.00 ,Deny
2007021621158,16-Feb-07,1/22/2007 0:00,MSP,Minneapolis/ St.Paul International Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),400.00 ,Denied,0.00 ,Deny
2007021621164,16-Feb-07,2/6/2007 0:00,DCA,Ronald Reagan Washington National Airport,USAir,Property Damage,Checkpoint,Watches - Inexpensive $100 or less,21.40 ,Denied,0.00 ,Deny
2007022021169,16-Feb-07,1/8/2007 0:00,OAK,Metropolitan Oakland International,Continental Airlines,Passenger Property Loss,Checked Baggage,Cell Phones,1400.00 ,Denied,0.00 ,Deny
2007022021178,16-Feb-07,10/20/2006 0:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers); Medicines,129.68 ,Denied,0.00 ,Deny
2007022021183,16-Feb-07,12/20/2006 0:00,RDU,Raleigh-Durham International,American Airlines,Passenger Property Loss,Checked Baggage,Other,129.95 ,Denied,0.00 ,Deny
2007022021184,16-Feb-07,12/30/2006 0:00,FLL,Ft. Lauderdale-Hollywood International,USAir,Property Damage,Checked Baggage,Alcoholic beverages,49.00 ,Denied,0.00 ,Deny
2007022021187,16-Feb-07,12/25/2006 0:00,DFW,Dallas-Fort Worth International Airport,USAir,Passenger Property Loss,Checkpoint,Jewelry - Costume; Watches - Expensive more than $100,368.97 ,Denied,0.00 ,Deny
2007022021194,16-Feb-07,1/24/2007 0:00,SEA,Seattle-Tacoma International,Qantus Airways,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Other,245.86 ,Denied,0.00 ,Deny
2007022021197,16-Feb-07,1/26/2007 0:00,BZN,Gallatin Field,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),125.00 ,Denied,0.00 ,Deny
2007022021199,16-Feb-07,1/9/2007 0:00,MCO,Orlando International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),139.90 ,Denied,0.00 ,Deny
2007022021206,16-Feb-07,1/20/2007 0:00,SBN,South Bend Regional,Allegiant Air,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,135.00 ,Denied,0.00 ,Deny
2007022021207,16-Feb-07,11/4/2006 0:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Other,408.75 ,Denied,0.00 ,Deny
2007022021211,16-Feb-07,1/24/2007 0:00,DEN,Denver International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,500.00 ,Denied,0.00 ,Deny
2007022021219,16-Feb-07,1/7/2007 0:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),80.00 ,Denied,0.00 ,Deny
2007022021223,16-Feb-07,2/6/2007 0:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,300.00 ,Denied,0.00 ,Deny
2007022021225,16-Feb-07,12/22/2006 0:00,OAJ,Albert J Ellis; Jacksonville,US Express,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.),450.00 ,Denied,0.00 ,Deny
2007022121238,16-Feb-07,2/20/2007 0:00,ORD,Chicago O'Hare International Airport,Aer Lingus,Passenger Property Loss,Checked Baggage,Computer - Laptop,2103.52 ,Denied,0.00 ,Deny
2007022121239,16-Feb-07,2/10/2007 0:00,EYW,Key West International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Automobile Parts; Clothing - Shoes; belts; accessories; etc.,1028.21 ,Denied,0.00 ,Deny
2007022121242,16-Feb-07,2/7/2007 0:00,EWR,Newark International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Stereo Items & Accessories,349.00 ,Denied,0.00 ,Deny
2007022121244,16-Feb-07,1/7/2007 0:00,LGA,LaGuardia,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),200.00 ,Denied,0.00 ,Deny
2007022121246,16-Feb-07,10/2/2006 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Firearms,140.13 ,Denied,0.00 ,Deny
2007022121248,16-Feb-07,12/20/2006 0:00,EWR,Newark International Airport,Scandinavian Airlines Systems,Passenger Property Loss,Checked Baggage,Computer - Laptop,515.98 ,Denied,0.00 ,Deny
2007022121250,16-Feb-07,2/9/2007 0:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop; Eyeglasses - (including contact lenses),208.52 ,Denied,0.00 ,Deny
2007022121252,16-Feb-07,1/21/2007 0:00,JFK,John F. Kennedy International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,94.50 ,Denied,0.00 ,Deny
2007022121265,16-Feb-07,2/5/2007 0:00,SJC,Norman Y Mineta San Jose International,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital,212.24 ,Denied,0.00 ,Deny
2007022121275,16-Feb-07,2/13/2007 0:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),249.99 ,Denied,0.00 ,Deny
2007022121285,16-Feb-07,6/16/2006 0:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Other,185.00 ,Denied,0.00 ,Deny
2007022121289,16-Feb-07,2/10/2007 0:00,PBI,Palm Beach International,Continental Airlines,Passenger Property Loss,Checked Baggage,Watches - Expensive more than $100,800.00 ,Denied,0.00 ,Deny
2007022121294,16-Feb-07,1/26/2007 0:00,CMH,Port Columbus International,USAir,Passenger Property Loss,Checkpoint,Clothing - Shoes; belts; accessories; etc.,489.00 ,Denied,0.00 ,Deny
2007022221309,16-Feb-07,2/2/2007 0:00,SJC,Norman Y Mineta San Jose International,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital; Eyeglasses - (including contact lenses),800.00 ,Denied,0.00 ,Deny
2007022221311,16-Feb-07,1/24/2007 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop; Luggage (all types including footlockers),1893.00 ,Denied,0.00 ,Deny
2007022221322,16-Feb-07,2/5/2007 0:00,DCA,Ronald Reagan Washington National Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,250.00 ,Denied,0.00 ,Deny
2007022621514,16-Feb-07,1/5/2007 0:00,MIA,Miami International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Clothing - Shoes; belts; accessories; etc.; Handbags & Purses (leather or fabric),350.64 ,Denied,0.00 ,Deny
2007022021171,16-Feb-07,11/28/2006 0:00,PHX,Phoenix Sky Harbor International,Southwest Airlines,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),99.95 ,Settled,20.00 ,Settle
2007022021180,16-Feb-07,12/22/2006 0:00,ORD,Chicago O'Hare International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Handbags & Purses (leather or fabric); Handbags & Purses (leather or fabric),443.00 ,Settled,162.46 ,Settle
2007022021182,16-Feb-07,12/27/2006 0:00,TUL,Tulsa International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),150.00 ,Settled,50.00 ,Settle
2007022021185,16-Feb-07,1/19/2007 0:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Jewelry - Costume,100.00 ,Settled,50.00 ,Settle
2007022021205,16-Feb-07,1/5/2007 0:00,CAE,Columbia Metropolitan,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,40.00 ,Settled,20.00 ,Settle
2007022021212,16-Feb-07,12/26/2007 0:00,FLL,Ft. Lauderdale-Hollywood International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Kitchen Utensils -Pots; Pans; Knives (heavy aluminum; cast iron; etc.),63.85 ,Settled,31.93 ,Settle
2007022121231,16-Feb-07,11/13/2006 0:00,COS,Colorado Springs Municipal,Allegiant Air,Passenger Property Loss,Checked Baggage,Medical Equipment & Insturments,65.00 ,Settled,32.50 ,Settle
2007022121235,16-Feb-07,10/1/2005 0:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Sewing Machines (other than electric),90.00 ,Settled,45.00 ,Settle
2007022121237,16-Feb-07,2/4/2007 0:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checkpoint,Other,148.40 ,Settled,65.00 ,Settle
2007022121287,16-Feb-07,2/14/2007 0:00,RNO,Reno/Tahoe International,Southwest Airlines,Property Damage,Checkpoint,Computer - Laptop,5000.00 ,Settled,1705.99 ,Settle
2007022221298,16-Feb-07,2/11/2007 0:00,MSY,New Orleans International,UAL,Passenger Property Loss,Checked Baggage,Cameras - Digital; DVD/CD Players; Other,499.66 ,Settled,237.45 ,Settle
2007022221299,16-Feb-07,2/5/2007 0:00,CRW,Yeager; Charleston,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,85.83 ,Settled,42.70 ,Settle
2007022221301,16-Feb-07,12/13/2006 0:00,BMI,Bloomington-Normal Airport,American Eagle,Property Damage,Checkpoint,Computer - Laptop,2199.00 ,Settled,1338.00 ,Settle
2007022221312,16-Feb-07,2/5/2007 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,95.00 ,Settled,47.50 ,Settle
2007022121267,19-Feb-07,4/19/2006 0:00,MEM,Memphis International Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,1143.48 ,Denied,0.00 ,Deny
2007022121260,20-Feb-07,1/30/2007 0:00,HDN,Yampa Valley Regional,American Airlines,Passenger Property Loss,Checked Baggage,Locks,10.00 ,Approved,10.00 ,Approve in Full
2007022221307,20-Feb-07,2/10/2007 0:00,YKM,Yakima Air Terminal-Mcallister,Alaska Airlines,Property Damage,Checked Baggage,Other,32.41 ,Approved,32.41 ,Approve in Full
2007022221310,20-Feb-07,2/12/2007 0:00,PHL,Philadelphia International Airport,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Costume,230.50 ,Approved,230.50 ,Approve in Full
2007022221336,20-Feb-07,12/29/2006 0:00,ABQ,Albuquerque International Sunport Airport,USAir,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,105.74 ,Approved,105.74 ,Approve in Full
2007022221339,20-Feb-07,2/6/2007 0:00,BFL,Meadows Field; Bakersfield Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,21.55 ,Approved,21.55 ,Approve in Full
2007022221342,20-Feb-07,1/26/2007 0:00,OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Locks,18.65 ,Approved,18.65 ,Approve in Full
2007022221367,20-Feb-07,2/6/2007 0:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,27.00 ,Approved,27.00 ,Approve in Full
2007022321438,20-Feb-07,2/12/2007 0:00,OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Books - Other (Hardcover non-fiction); Clothing - Shoes; belts; accessories; etc.,53.00 ,Approved,53.00 ,Approve in Full
2007022121253,20-Feb-07,04-AUG-0201 00:00,DFW,Dallas-Fort Worth International Airport,UAL,Passenger Property Loss,Checked Baggage,Cell Phones,149.00 ,Denied,0.00 ,Deny
2007022121257,20-Feb-07,1/17/2007 0:00,FLL,Ft. Lauderdale-Hollywood International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine; Watches - Expensive more than $100,3682.14 ,Denied,0.00 ,Deny
2007022121259,20-Feb-07,1/14/2007 0:00,MCO,Orlando International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,19.95 ,Denied,0.00 ,Deny
2007022121273,20-Feb-07,1/21/2007 0:00,DEN,Denver International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,700.00 ,Denied,0.00 ,Deny
2007022121280,20-Feb-07,2/1/2007 0:00,LAX,Los Angeles International Airport,American Airlines,Passenger Property Loss,Checkpoint,Other,285.00 ,Denied,0.00 ,Deny
2007022121284,20-Feb-07,2/12/2007 0:00,DCA,Ronald Reagan Washington National Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Computer - Laptop; Jewelry - Fine,1300.00 ,Denied,0.00 ,Deny
2007022121288,20-Feb-07,2/17/2007 0:00,BPT,Southeast Texas Regional,Continental Airlines,Property Damage,Checkpoint,Computer - Laptop,1200.00 ,Denied,0.00 ,Deny
2007022121291,20-Feb-07,2/10/2007 0:00,BOS,Boston (Logan) International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,1159.00 ,Denied,0.00 ,Deny
2007022121295,20-Feb-07,2/4/2007 0:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Other,528.95 ,Denied,0.00 ,Deny
2007022221300,20-Feb-07,2/17/2007 0:00,SJT,San Angelo Regional,American Airlines,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware,69.67 ,Denied,0.00 ,Deny
2007022221302,20-Feb-07,1/11/2007 0:00,PHX,Phoenix Sky Harbor International,USAir,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Luggage (all types including footlockers); Other,250.00 ,Denied,0.00 ,Deny
2007022221303,20-Feb-07,2/18/2007 0:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Locks,20.00 ,Denied,0.00 ,Deny
2007022221305,20-Feb-07,2/5/2007 0:00,BWI,Baltimore/Washington Intl Thurgood Marshall,Southwest Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),150.00 ,Denied,0.00 ,Deny
2007022221313,20-Feb-07,2/10/2007 0:00,BNA,Nashville International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Other,4.79 ,Denied,0.00 ,Deny
2007022221315,20-Feb-07,1/15/2007 0:00,LAX,Los Angeles International Airport,Air China,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),377.79 ,Denied,0.00 ,Deny
2007022221317,20-Feb-07,2/9/2007 0:00,OKC,Will Rogers World,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cell Phones; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Eyeglasses - (including contact lenses); Jewelry - Fine,609.03 ,Denied,0.00 ,Deny
2007022221320,20-Feb-07,2/14/2007 0:00,COD,Yellowstone Regional,UAL,Passenger Property Loss,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,2.93 ,Denied,0.00 ,Deny
2007022221323,20-Feb-07,1/20/2007 0:00,LGA,LaGuardia,Delta Air Lines,Passenger Property Loss,Checked Baggage,Currency,400.00 ,Denied,0.00 ,Deny
2007022221328,20-Feb-07,2/8/2007 0:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),430.00 ,Denied,0.00 ,Deny
2007022221333,20-Feb-07,11/26/2006 0:00,SJU,Luis Munoz Marin International,USAir,Passenger Property Loss,Checked Baggage,Alcoholic beverages,167.31 ,Denied,0.00 ,Deny
2007022221335,20-Feb-07,12/24/2006 0:00,FLL,Ft. Lauderdale-Hollywood International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Barber Supplies - Scissors; shears; elecric razors; etc.,125.04 ,Denied,0.00 ,Deny
2007022221338,20-Feb-07,12/28/2006 0:00,ELP,El Paso International Airport,American Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,28.99 ,Denied,0.00 ,Deny
2007022221344,20-Feb-07,1/22/2007 0:00,PHX,Phoenix Sky Harbor International,USAir,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,79.73 ,Denied,0.00 ,Deny
2007022221346,20-Feb-07,1/23/2007 0:00,BNA,Nashville International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,800.00 ,Denied,0.00 ,Deny
2007022221369,20-Feb-07,10/11/2006 0:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,1700.00 ,Denied,0.00 ,Deny
2007022221371,20-Feb-07,2/11/2007 0:00,OAK,Metropolitan Oakland International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,201.35 ,Denied,0.00 ,Deny
2007022221372,20-Feb-07,2/9/2007 0:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Game Equipment (poker chips; checker sets; chess etc.),1010.03 ,Denied,0.00 ,Deny
2007022221374,20-Feb-07,2/11/2007 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,UAL,Property Damage,Checked Baggage,Computer - Laptop,3500.00 ,Denied,0.00 ,Deny
2007022321407,20-Feb-07,1/31/2007 0:00,TPA,Tampa International,American Airlines,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),500.00 ,Denied,0.00 ,Deny
2007022321410,20-Feb-07,2/12/2007 0:00,SEA,Seattle-Tacoma International,Southwest Airlines,Passenger Property Loss,Checked Baggage,Binoculars,1400.00 ,Denied,0.00 ,Deny
2007022121249,20-Feb-07,12/27/2006 0:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Other,200.00 ,Settled,100.00 ,Settle
2007022121255,20-Feb-07,12/1/2006 0:00,MEM,Memphis International Airport,Delta Air Lines,Property Damage,Checked Baggage,Luggage (all types including footlockers),65.00 ,Settled,32.50 ,Settle
2007022121270,20-Feb-07,12/14/2006 0:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Other,135.00 ,Settled,67.50 ,Settle
2007022221306,20-Feb-07,2/15/2007 0:00,IAD,Washington Dulles International,Air France,Passenger Property Loss,Checked Baggage,Cell Phones,525.59 ,Settled,331.65 ,Settle
2007022221308,20-Feb-07,2/10/2007 0:00,OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,1200.00 ,Settled,350.00 ,Settle
2007022221316,20-Feb-07,1/31/2007 0:00,JFK,John F. Kennedy International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital,261.65 ,Settled,246.00 ,Settle
2007022221341,20-Feb-07,2/5/2007 0:00,SBN,South Bend Regional,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),73.49 ,Settled,50.00 ,Settle
2007022221343,20-Feb-07,12/26/2007 0:00,OKC,Will Rogers World,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,440.00 ,Settled,72.36 ,Settle
2007022221345,20-Feb-07,11/6/2006 0:00,PDX,Portland International,UAL,Personal Injury,Checkpoint,Other,15000.00 ,Settled,7000.00 ,Settle
2007022221380,20-Feb-07,2/14/2007 0:00,SJC,Norman Y Mineta San Jose International,Continental Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,378.86 ,Settled,125.13 ,Settle
2007022221381,20-Feb-07,1/23/2007 0:00,DFW,Dallas-Fort Worth International Airport,Lufthansa,Passenger Property Loss,Checked Baggage,Locks; Other,31.39 ,Settled,12.50 ,Settle
2007022221351,21-Feb-07,2/7/2007 0:00,PSC,Tri-Cities,Horizon Air,Property Damage,Checkpoint,Cameras - Digital,110.00 ,Approved,110.00 ,Approve in Full
2007022221356,21-Feb-07,2/11/2007 0:00,LAS,McCarran International,America West,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),64.00 ,Approved,64.00 ,Approve in Full
2007022221358,21-Feb-07,2/5/2007 0:00,RIC,Richmond International,Northwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Locks,41.06 ,Approved,41.06 ,Approve in Full
2007022221359,21-Feb-07,2/5/2007 0:00,SBA,Santa Barbara Municipal,Delta Air Lines,Property Damage,Checked Baggage,Bicycles,240.89 ,Approved,240.89 ,Approve in Full
2007022221361,21-Feb-07,2/9/2007 0:00,RNO,Reno/Tahoe International,American Airlines,Passenger Property Loss,Checked Baggage,Locks,10.55 ,Approved,10.55 ,Approve in Full
2007022221373,21-Feb-07,1/27/2007 0:00,MIA,Miami International Airport,American Airlines,Property Damage,Checkpoint,Eyeglasses - (including contact lenses),149.95 ,Approved,149.95 ,Approve in Full
2007022321398,21-Feb-07,1/23/2007 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Property Damage,Checked Baggage,Other,21.19 ,Approved,21.19 ,Approve in Full
2007022321401,21-Feb-07,12/10/2006 0:00,FLL,Ft. Lauderdale-Hollywood International,Northwest Airlines,Passenger Property Loss,Checkpoint,Medical Equipment & Insturments,69.99 ,Approved,69.99 ,Approve in Full
2007022321412,21-Feb-07,9/9/2006 0:00,LIT,Little Rock National,Southwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),15.00 ,Approved,15.00 ,Approve in Full
2007022321432,21-Feb-07,1/29/2007 0:00,PHX,Phoenix Sky Harbor International,Continental Airlines,Passenger Property Loss,Checkpoint,Cell Phones; Eyeglasses - (including contact lenses),228.91 ,Approved,228.91 ,Approve in Full
2007022321446,21-Feb-07,1/25/2007 0:00,BOS,Boston (Logan) International Airport,UAL,Passenger Property Loss,Checked Baggage,Locks,10.81 ,Approved,10.81 ,Approve in Full
2007022321448,21-Feb-07,2/8/2007 0:00,BFL,Meadows Field; Bakersfield Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,16.90 ,Approved,16.90 ,Approve in Full
2007022221327,21-Feb-07,2/9/2007 0:00,LIH,Lihue Airport,USAir,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Other,33.00 ,Denied,0.00 ,Deny
2007022221332,21-Feb-07,1/28/2007 0:00,PHX,Phoenix Sky Harbor International,USAir,Passenger Property Loss,Checkpoint,Alcoholic beverages,29.00 ,Denied,0.00 ,Deny
2007022221334,21-Feb-07,12/29/2006 0:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,474.00 ,Denied,0.00 ,Deny
2007022221337,21-Feb-07,1/29/2007 0:00,SLC,Salt Lake City International Airport,Delta Air Lines,Property Damage,Checked Baggage,Eyeglasses - (including contact lenses),367.50 ,Denied,0.00 ,Deny
2007022221340,21-Feb-07,1/23/2007 0:00,IDA,Idaho Falls Regional,Skywest Airlines Inc USA,Passenger Property Loss,Checked Baggage,Cameras - Digital,159.00 ,Denied,0.00 ,Deny
2007022221348,21-Feb-07,1/30/2007 0:00,SEA,Seattle-Tacoma International,Alaska Airlines,Property Damage,Checked Baggage,Dishes; Pottery; Glassware; Plasticware,200.00 ,Denied,0.00 ,Deny
2007022221349,21-Feb-07,12/7/2006 0:00,COS,Colorado Springs Municipal,Allegiant Air,Property Damage,Checked Baggage,Luggage (all types including footlockers),360.00 ,Denied,0.00 ,Deny
2007022221353,21-Feb-07,2/2/2007 0:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cameras - Digital; Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,1459.40 ,Denied,0.00 ,Deny
2007022221355,21-Feb-07,1/12/2007 0:00,TRI,Tri-Cities Regional,USAir,Passenger Property Loss,Checked Baggage,Jewelry - Fine,2450.00 ,Denied,0.00 ,Deny
2007022221360,21-Feb-07,12/18/2006 0:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Jewelry - Costume,79.99 ,Denied,0.00 ,Deny
2007022221363,21-Feb-07,12/9/2006 0:00,JFK,John F. Kennedy International,American Airlines,Property Damage,Checkpoint,Cameras - Digital,300.00 ,Denied,0.00 ,Deny
2007022221364,21-Feb-07,2/3/2007 0:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,256.22 ,Denied,0.00 ,Deny
2007022221365,21-Feb-07,2/11/2007 0:00,DRT,Del Rio International Airport,Continental Airlines,Property Damage,Checked Baggage,Other,252.00 ,Denied,0.00 ,Deny
2007022221366,21-Feb-07,2/11/2007 0:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Alcoholic beverages,28.00 ,Denied,0.00 ,Deny
2007022221368,21-Feb-07,1/1/2007 0:00,RNO,Reno/Tahoe International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Locks,78.00 ,Denied,0.00 ,Deny
